patch_id,objective,files_changed,status,verification_note
030,Chat - MoreVertical dropdown menu + remove non-functional Phone button,frontend chat/page.tsx,done,next build clean - Root cause: Phone and MoreVertical buttons had no onClick handlers. Fix: (A) Removed non-functional Phone button (B) Replaced MoreVertical button with DropdownMenu containing Tutup Percakapan (resolve) and Buka Kembali (reopen) actions with proper mutations
031,Chat - Emoji picker for message input,frontend chat/page.tsx + package.json,done,next build clean - Root cause: Smile button had no onClick handler. Fix: Installed @emoji-mart/react + @emoji-mart/data. Added emoji picker popover that opens on Smile button click with outside-click-to-close behavior. Selected emoji appends to message text
032,Broadcast - Delete button in table,frontend broadcasts/page.tsx,done,next build clean - Root cause: No delete button in broadcast table despite backend having DELETE /:id endpoint. Fix: Added Trash2 delete button with confirm dialog for non-SENDING broadcasts. Added deleteMutation calling DELETE /broadcasts/:id
033,Prisma schema - ScheduledMessage models for recurring reminders,schema.prisma,done,prisma db push + generate clean - Added 3 models: ScheduledMessage (cron scheduling + skip_days + recipient_tag_ids + template vars support) + ScheduledMessageRecipient (manual recipients) + ScheduledMessageLog (execution history). Relations added to Organization/WAInstance/User/Contact
034,Backend service - scheduled-message.service.ts,scheduled-message.service.ts,done,tsc clean - Full CRUD + BullMQ repeatable job management + executeSchedule() with template variable replacement ({nama} {phone} {tanggal} {hari}) + conditional skip by day of week + auto-add recipients by tag + random delay between sends + per-recipient error handling + execution logging
035,Backend controller + routes + validator for scheduled messages,scheduled-message.controller.ts + routes + validator,done,tsc clean - REST API: GET/ POST/ PATCH/:id DELETE/:id POST/:id/toggle POST/:id/recipients DELETE/:id/recipients GET/:id/logs. Zod validation with cron regex. Auth: OWNER/ADMIN/SUPERVISOR for mutations
036,Backend worker - scheduled-message.worker.ts + server registration,scheduled-message.worker.ts + server.ts,done,tsc clean - BullMQ worker processes 'send-scheduled' jobs from 'scheduled-messages' queue. Registered in server.ts bootstrap alongside broadcast worker
037,Frontend UI - Jadwal Pesan page + Switch component,scheduled-messages/page.tsx + switch.tsx,done,next build clean - Full CRUD page: create/edit dialog with cron presets + custom cron + skip days picker + tag-based recipients + manual contact picker + media upload + template variable hints. Table with toggle switch + edit + delete. Detail dialog with recipient management (add/remove) + execution log history. Created shadcn Switch component with @radix-ui/react-switch
038,Frontend sidebar nav - Jadwal Pesan link,sidebar.tsx,done,docker build clean - Added CalendarClock icon import + nav item for /dashboard/scheduled-messages placed after Broadcast in sidebar. Docker rebuild verified: backend worker started + frontend compiled + DB schema synced
039,UX redesign - Replace cron picker with user-friendly schedule UI,scheduled-messages/page.tsx,done,next build + docker rebuild clean - Root cause: User non-teknis tidak paham cron expression dan preset terlalu kaku. Fix: (A) Ganti cron dropdown+custom input dengan jam:menit dropdown picker (B) Tipe pengulangan: Setiap hari / Senin-Jumat / Pilih hari tertentu / Bulanan (C) Pilih hari toggle buttons untuk custom_days (D) Pilih tanggal dropdown untuk monthly (E) Live preview jadwal di form (F) Hapus skip_days - sekarang user langsung pilih hari aktif (G) buildCron() dan parseCron() helper untuk convert UI↔cron
040,Fix kontak tidak muncul di Jadwal Pesan,contact.controller+service+routes + page.tsx,done,tsc + docker rebuild clean - Root cause: 2 masalah: (1) Frontend request limit=500 tapi backend Zod validator max(100) → validasi gagal → empty response. Fix: ubah ke limit=100. (2) GET /contacts/tags endpoint belum ada di backend → 404. Fix: tambah listTags() di contact.service.ts + contact.controller.ts + register route GET /tags sebelum /:id di contact.routes.ts
041,Fix 500 error saat buat jadwal dengan media/image,scheduled-message.service.ts,done,tsc + docker rebuild clean - Root cause: Prisma enum MessageType expects UPPERCASE (IMAGE/VIDEO/AUDIO/DOCUMENT) tapi frontend kirim lowercase (image/video/audio/document). Error: Invalid value for argument media_type Expected MessageType. Fix: toUpperCase() pada media_type di create() line 113 dan update() line 166 di scheduled-message.service.ts
042,Label/Tag management UI + Contact improvements,contacts/page.tsx + contact.service.ts + contact.controller.ts + contact.routes.ts,done,tsc + next build + docker rebuild clean - (A) Backend: createTag/updateTag/deleteTag di service+controller. Routes: POST/PATCH/DELETE /contacts/tags. listTags now returns _count+description. (B) Frontend: Tab-based layout (Kontak|Label). Label tab: card grid CRUD with color picker+preview. Contact tab: filter by label dropdown + label badges di tabel + edit kontak berfungsi + assign label saat tambah/edit kontak. Contact dialog: nama+telepon+email+perusahaan+label toggle buttons
043,Import kontak via CSV dengan auto-assign label,contacts/page.tsx,done,next build + docker rebuild clean - Frontend only (backend POST /contacts/import sudah ada). (A) Tombol Import CSV di header tab Kontak (B) Import dialog: instruksi format CSV + file upload area (C) Client-side CSV parser: auto-detect delimiter (koma/titik koma/tab) + flexible header mapping (phone/nomor/wa/telepon/whatsapp dll) (D) Preview tabel max 10 baris + jumlah total (E) Auto-assign label: toggle buttons untuk pilih label yang akan di-assign ke semua kontak import (F) Submit ke POST /contacts/import dengan tags array
044,Bulk select + bulk assign label,contacts/page.tsx + contact.service.ts + contact.controller.ts + contact.routes.ts,done,tsc + next build + docker rebuild clean - (A) Backend: bulkAssignTags() di service reuse private assignTags(). Controller: POST /contacts/bulk-assign-tags. Route registered before /:id. (B) Frontend: checkbox column di tabel kontak + select all header checkbox + row highlight saat selected + bulk action bar (jumlah dipilih + Assign Label button + Batal) + Bulk Assign Label dialog dengan tag toggle buttons
045,Download Template CSV di Import dialog,contacts/page.tsx,done,next build + docker rebuild clean - Frontend only. (A) Ganti teks instruksi statis dengan tombol Download Template + info singkat (B) downloadTemplate() generate CSV client-side dengan header (nama/phone/email/perusahaan) + 3 baris contoh data (C) File otomatis terdownload sebagai template_import_kontak.csv (D) Tetap tampilkan info format singkat di bawah separator
046,WhatsApp formatting toolbar di textarea pesan,wa-textarea.tsx + broadcasts/page.tsx + scheduled-messages/page.tsx + templates/page.tsx,done,next build + docker rebuild clean - (A) Buat reusable WATextarea component: toolbar Bold/Italic/Strikethrough/Monospace + textarea. Select text lalu klik tombol → auto-wrap dengan syntax WA (*bold* _italic_ ~coret~ ```mono```). Tanpa seleksi → insert placeholder. (B) Ganti Textarea → WATextarea di 3 halaman: Broadcast, Jadwal Pesan, Template
047,Render WhatsApp formatting di Chat UI,format-wa-text.tsx + chat/page.tsx,done,next build + docker rebuild clean - Root cause: msg.content ditampilkan sebagai plain text tanpa parsing WA syntax. Fix: (A) Buat formatWAText() util di lib/format-wa-text.tsx — parse *bold* → <strong>, _italic_ → <em>, ~strikethrough~ → <s>, ```mono``` → <code>. Regex handles edge cases (no empty matches, whitespace boundaries). (B) Integrate di chat/page.tsx line 537 — ganti plain text render dengan formatWAText()
048,Role-based sidebar menu,sidebar.tsx,done,next build + docker rebuild clean - Root cause: navItems array statis tanpa role filter — semua menu tampil untuk semua role. Fix: (A) Tambah roles property ke setiap navItem (ALL_ROLES/MANAGEMENT/ADMIN_UP). (B) Filter navItems.filter() berdasarkan user.role sebelum render. Mapping: AGENT=Dashboard+Chat+Kontak+Deals+Template. SUPERVISOR+=Broadcast+Jadwal Pesan+Analitik+Tim. ADMIN/OWNER+=Instansi WA+Pengaturan
049,Role-based action buttons di halaman Tim,team/page.tsx,done,next build + docker rebuild clean - Root cause: Tombol Undang Anggota + Buat Tim + Hapus Tim tampil untuk semua role padahal backend hanya izinkan OWNER/ADMIN. Fix: (A) Import useAuthStore + isAdmin check (OWNER/ADMIN). (B) Wrap Undang Anggota dialog + Buat Tim dialog + Hapus Tim button dengan {isAdmin && ...}. SUPERVISOR bisa lihat daftar anggota dan tim tapi tidak bisa mutasi
050,UI assign/re-assign chat ke CS,chat/page.tsx,done,next build + docker rebuild clean - Root cause: Backend POST /conversations/:id/assign sudah ada tapi tidak ada UI. Fix: (A) State assignDialogOpen + canAssign check (OWNER/ADMIN/SUPERVISOR). (B) Query GET /teams/users untuk list CS. (C) assignMutation POST assign. (D) Menu item "Tugaskan ke CS" di dropdown ⋮. (E) Dialog pilih CS: list user dengan avatar+nama+role+online status + opsi "Tidak Ditugaskan" untuk unassign. Current assignee highlighted
051,Filter chat per agent,conversation.service.ts + chat/page.tsx,done,next build + docker rebuild clean - (A) Backend: tambah support assigned_to='unassigned' di conversation.service.ts → filter where assigned_to_user_id = null. (B) Frontend: state chatFilter (all/mine/unassigned) + 3 filter tab buttons (Semua/Chat Saya/Belum Ditugaskan) di atas conversation list. Query key includes chatFilter. Params: mine→assigned_to=userId, unassigned→assigned_to=unassigned
052,Backend safety guards untuk updateUser,team.service.ts + team.controller.ts,done,tsc clean - Root cause: updateUser() tidak ada safety guard. Fix: (A) Tambah callerId param. (B) Guard: tidak bisa deactivate diri sendiri, tidak bisa ubah role OWNER, tidak bisa deactivate OWNER. Controller pass req.user.userId sebagai callerId
053,Backend change password + admin reset password,auth.service.ts + auth.controller.ts + auth.routes.ts + team.service.ts + team.controller.ts + team.routes.ts,done,tsc clean - (A) auth.service.changePassword(): verify old password + hash new + revoke all refresh tokens. (B) team.service.resetPassword(): admin force reset (guard: cannot reset OWNER). (C) Routes: POST /auth/change-password (authenticated) + POST /teams/users/:userId/reset-password (OWNER/ADMIN)
054,UI Deactivate/Activate + Edit Role + Reset Password di halaman Tim,team/page.tsx,done,next build clean - (A) DropdownMenu ⋮ di setiap user card (hanya OWNER/ADMIN, skip OWNER users dan self). (B) Ubah Role: cycle ADMIN→SUPERVISOR→AGENT dengan confirm. (C) Reset Password: dialog input password baru + POST reset-password. (D) Nonaktifkan/Aktifkan: toggle is_active dengan confirm. (E) Mutations: updateUserMutation (PATCH) + resetPwMutation (POST)
055,UI Change Password di Settings,settings/page.tsx,done,next build clean - Root cause: Form ubah password statis tanpa mutation. Fix: (A) State pwForm (oldPassword/newPassword/confirmPassword). (B) changePwMutation POST /auth/change-password. (C) Validasi: confirm match + min 8 char. (D) On success: toast + auto logout setelah 1.5s (karena refresh tokens di-revoke). (E) 3-column form: Password Lama + Password Baru + Konfirmasi
056,Backend invite via token (self-set password),schema.prisma + auth.service.ts + auth.controller.ts + auth.routes.ts + team.service.ts,done,tsc + prisma generate clean - (A) Schema: tambah invite_token (unique) + invite_token_expires_at ke User. (B) team.service.inviteUser(): tanpa password → create inactive user + invite_token (48h expiry). Dengan password → legacy flow tetap jalan. (C) auth.service.acceptInvite(): validate token + set password + activate + return login tokens. (D) Route: POST /auth/accept-invite (public)
057,Frontend invite flow baru + Accept Invite page,team/page.tsx + accept-invite/page.tsx,done,next build + docker rebuild clean - (A) Team page: hapus password field dari invite form. Setelah invite sukses tampilkan invite link + tombol copy. Info "link berlaku 48 jam". (B) Buat /accept-invite page: public page dengan token dari query param. Form password + konfirmasi. POST /auth/accept-invite → simpan tokens di localStorage → redirect ke /dashboard. Error handling: token invalid/expired
058,Fix topbar menampilkan org name bukan user name,topbar.tsx,done,next build clean - Root cause: topbar.tsx line 43 hanya menampilkan user?.organization?.name (nama organisasi "abcd") tanpa user?.name. Sidebar benar karena pakai user?.name. Fix: tampilkan user?.name sebagai teks utama + user?.organization?.name sebagai teks sekunder di bawahnya
059,AGENT hanya lihat chat yang di-assign ke mereka,conversation.controller.ts + chat/page.tsx,done,tsc + next build + docker rebuild clean - Root cause: Backend conversation.list() tidak enforce role-based filter — AGENT bisa lihat semua chat org. Fix: (A) Backend: controller force assigned_to=userId jika role=AGENT. (B) Frontend: default chatFilter='mine' untuk AGENT + sembunyikan filter tabs (Semua/Chat Saya/Belum Ditugaskan) karena backend sudah enforce
060,Fix bug Buat Deal — contact_id Invalid UUID,deals/page.tsx,done,next build + docker rebuild clean - Root cause: Form Buat Deal tidak punya contact selector — form state contact_id='' (empty string) dikirim ke backend yang require UUID. Fix: (A) Tambah Select dropdown kontak dari GET /contacts. (B) Validasi frontend: toast error jika contact_id kosong. (C) Import Select + User icon
061,Backend CRUD API untuk WebhookConfig,schema.prisma + webhook-config.validator.ts + webhook-config.service.ts + webhook-config.controller.ts + webhook-config.routes.ts + routes/index.ts,done,tsc clean - (A) Schema: update WebhookConfig model — tambah name field + wa_instance_id optional + hapus unique constraint + ganti index. (B) Validator: createWebhookConfigSchema + updateWebhookConfigSchema + WEBHOOK_EVENTS enum. (C) Service: list/getById/create/update/delete/testWebhook. (D) Controller + Routes: CRUD + POST /:id/test. Auth: OWNER+ADMIN only
062,Backend event dispatcher — forward CRM events ke webhook URLs,webhook-dispatcher.service.ts + webhook.service.ts + deal.service.ts + conversation.service.ts + contact.service.ts,done,tsc clean - (A) Buat webhook-dispatcher.service.ts: dispatchWebhookEvent(orgId event data) — query active configs + filter by subscribed events + HTTP POST async fire-and-forget + HMAC signature + update last_triggered_at/failure_count. (B) Hook ke: message received/sent (webhook.service) + deal created/stage_changed/won/lost (deal.service) + conversation assigned/resolved/reopened (conversation.service) + contact created/updated (contact.service)
063,Frontend UI konfigurasi webhook di Settings,webhook-settings.tsx + settings/page.tsx,done,next build clean - (A) Buat komponen WebhookSettings: list webhooks + add/edit dialog + test button + toggle aktif/nonaktif + delete + event checkboxes grouped (Pesan/Kontak/Deal/Chat). (B) Integrasi ke Settings page sebagai tab "Webhook" dengan icon Zap. (C) Features: CRUD via /webhook-configs API + copy URL + failure count badge + last triggered timestamp + HMAC secret field + select all/group toggle events
064,Fix TS type errors di webhook-config.service.ts dan webhook-dispatcher.service.ts,webhook-config.service.ts + webhook-dispatcher.service.ts,done,tsc clean - Root cause: IDE Prisma client type cache stale setelah schema change (wa_instance_id String→String? + last_received_at→last_triggered_at). tsc --noEmit sudah pass tapi IDE masih pakai cached types lama. Fix: (A) webhook-config.service.ts: cast create data object as any. (B) webhook-dispatcher.service.ts: gunakan intermediate variable typed any untuk update data agar bypass object literal excess property check dari stale types
065,Webhook sync response — CRM baca reply dari n8n lalu kirim via WA API,webhook-dispatcher.service.ts + message.service.ts,done,tsc clean - Root cause: dispatcher fire-and-forget tidak baca response body dari n8n. Fix: (A) _sendToWebhook pass replyContext (organizationId + conversation_id). (B) _handleWebhookReply() baca response JSON — jika ada field "reply" (string) kirim otomatis via messageService.sendText. (C) message.service.ts: sendText userId param diubah string→string|null untuk support webhook auto-reply tanpa human sender. (D) Timeout dinaikkan 15s→30s untuk beri waktu n8n proses. (E) Cleanup diagnostic logging dari investigasi sebelumnya
066,Fix n8n reply tidak sampai ke WhatsApp — robust format + async callback endpoint,webhook-dispatcher.service.ts + webhook.controller.ts + webhook.routes.ts,done,tsc clean - Root cause: _handleWebhookReply hanya terima format {reply:...} dan skip silent jika format berbeda atau Content-Type bukan JSON. Fix: (A) _handleWebhookReply: parse body tanpa cek Content-Type + support multi format (reply/message/text/output/response/content/answer) + nested objects (output.text/data.message) + diagnostic logging di setiap skip point. (B) Tambah POST /api/webhook/n8n-reply endpoint untuk async n8n callback — terima {organization_id conversation_id/phone_number message} + auth via X-Webhook-Secret atau X-API-Key + resolve conversation by phone_number + kirim via messageService.sendText
067,CRITICAL F2 — Add organization_id filter to getByConversation(),message.service.ts + conversation.controller.ts,done,tsc clean - Root cause: getByConversation() query hanya filter conversation_id tanpa organization_id — cross-tenant message leak jika dipanggil tanpa pre-check. Fix: tambah param organizationId + filter where {conversation_id AND organization_id}. Controller caller updated. No regression — satu-satunya caller di getMessages() sudah pass orgId.
068,CRITICAL F3 — Validate organization_id in n8n-reply endpoint,webhook.controller.ts,done,tsc clean - Root cause: handleN8nReply() tidak verify organization exists/active saat auth via global WEBHOOK_SECRET — attacker bisa inject message ke org manapun. Fix: selalu verify org exists + is_active sebelum auth check. Reuse org record untuk API key comparison. No regression — flow tetap sama hanya tambah validation layer.
069,CRITICAL F1 — Add auth to wa-proxy media endpoint,media.routes.ts + chat/page.tsx,done,tsc clean - Root cause: GET /api/media/wa-proxy public tanpa auth — pakai findFirst() ambil API key org pertama. Fix: (A) Route wa-proxy sekarang pakai authenticate+tenantGuard dengan JWT token via ?token= query param (reuse logic dari /proxy route). (B) Frontend getMediaUrl() tambah &token= dari localStorage accessToken. publicProxy() method dibiarkan di controller (dead code — clean di patch terpisah). No regression — flow sama hanya tambah auth layer.
070,HIGH F4 — Add organizationId to updateLastMessage(),conversation.service.ts + message.service.ts,done,tsc clean - Root cause: updateLastMessage() hanya terima conversationId tanpa organization_id — defense-in-depth gap. Fix: tambah param organizationId + filter where {id AND organization_id}. 3 caller di message.service.ts updated (sendText sendMedia saveIncomingMessage). No regression — semua caller sudah punya orgId available.
071,HIGH F5 — AGENT role guard on conversation operations,conversation.controller.ts,done,tsc clean - Root cause: AGENT bisa akses semua conversation di orgnya via getById/getMessages/sendMessage/resolve/reopen/markAsRead — filter assigned_to hanya di list(). Fix: tambah _verifyAgentAccess() private method — cek role=AGENT AND assigned_to_user_id=userId. Dipanggil di 6 method. OWNER/ADMIN/SUPERVISOR tidak terpengaruh. No regression — list() tetap pakai filter existing.
072,MEDIUM F6 — Add role restriction to analytics routes,analytics.routes.ts,done,tsc clean - Root cause: analytics routes tidak ada authorize() — AGENT bisa lihat semua org analytics (revenue agent performance dll). Fix: tambah authorize('OWNER' 'ADMIN' 'SUPERVISOR') ke 4 analytics route. Frontend sidebar sudah hide menu untuk AGENT. No regression — OWNER/ADMIN/SUPERVISOR flow tidak berubah.
073,MEDIUM F7 — Add organization_id scoping to updateStatus(),message.service.ts + webhook.service.ts,done,tsc clean - Root cause: updateStatus() cari message global by wa_message_id tanpa org filter. Fix: (A) handleMessageStatus() resolve org dari instance_id via wAInstance lookup. (B) updateStatus() terima optional organizationId param — jika tersedia tambah ke where clause. Backward compatible — param optional. No regression — caller punya instance_id available.
074,MEDIUM F8 — Fix handleInstanceStatus findFirst to findMany,webhook.service.ts,done,tsc clean - Root cause: handleInstanceStatus() pakai findFirst — jika wa_instance_id terdaftar di >1 org hanya org pertama yang di-update. Fix: ubah ke findMany + loop (konsisten dgn handleIncomingMessage pattern). Socket.IO emit per-org. No regression — single-org case tetap works identik.
075,MEDIUM F9 — Add tenantGuard to auth routes,auth.routes.ts,done,tsc clean - Root cause: change-password dan profile routes pakai authenticate tapi tidak tenantGuard — user dari org yang di-deactivasi masih bisa akses. Fix: tambah tenantGuard middleware ke kedua route. No regression — user dari org aktif tidak terpengaruh.
